"labels","text"
"NOT-1stPerson","9000 over the smell of cigarets"
"NOT-1stPerson","A #cigarette is a pipe with a fire at one end and a fool at the other #QuitSmoking"
"NOT-1stPerson","a carton of cigs n 10 blunts"
"1stPerson","A cigarette and an ice cold beer would be perfect rn"
"NOT-1stPerson","A cigarette takes a day from your lifetime Watching the local news takes off years"
"1stPerson","A cigarette would be nice rn"
"1stPerson","a cigarette would be nice with this coffee"
"1stPerson","a cup of coffee and a cigarette please #Iwish"
"NOT-1stPerson","a ganglion is a tobacco artesian yet mulish crusted not medium"
"NOT-1stPerson","a girl friend that texts me back and likes to smoke applications open"
"NOT-1stPerson","A girl that smokes instant turn off for me you can stay where you are"
"NOT-1stPerson","A good quality #vapetank should create a really potent and delicious #vapor from the #ejuice at -MENTION- that's being #vaped to begin with"
"NOT-1stPerson","a guy who can do shisha tricks gt gt"
"NOT-1stPerson","A heart isn't like a cigarette you can't just light it up and stomp it out when you're finished"
"NOT-1stPerson","a homeless lady just tried to take a cigarette out of my actual hand what the fuck"
"NOT-1stPerson","a homeless person just TOUCHED me to get a cig from me like leave me alone this is why i have HEADPHONES IN"
"NOT-1stPerson","A liberal's worst nightmare A baby that survives an abortion then grows up to be an Republican voting cigarette smoking oil executive"
"NOT-1stPerson","A lot of y'all ugly and look like y'all don't moisturizer with nothing but cigarettes and bad breath"
"1stPerson","A nice glass of -MENTION- and a nice cigar would be amazing right now"
"NOT-1stPerson","A nigga just told me to give him a kiss to bum a cig I love Vegas"
"1stPerson","A pack of cigarettes and smiroff will hit the spot"
"NOT-1stPerson","A puppy will activate smoke and one will put a lure module xD"
"NOT-1stPerson","A Shawty Dropped A Hookah Coal On My Foot B4 amp It Burnt Through My Sock"
"NOT-1stPerson","A smoke for 4rf the times we live in I hope that the people who voted to pass this in the parliament die the most horrible death"
"NOT-1stPerson","A smoking cigar Is so much less interesting Than a smoking gun"
"NOT-1stPerson","A smuggled cigarette stock worth nearly Rs 200 million found from a container imported from Malaysia at the Orugodawatta container yard"
"1stPerson","a stranger gave me cigg"
"NOT-1stPerson","A taco on Tuesday taste better than a #cigarette any day"
"NOT-1stPerson","A Tweet Sponsored by Rem Sure the Wish app is great but can it get me a juul for cheap"
"NOT-1stPerson","a twitter called ""hookah retweet"" followed me and then didn't even retweet my tweet about hookah"
"1stPerson","A wild and crazy weekend involves sitting on the front porch smoking a cigar reading a book Robert M Gates #kindle"
"NOT-1stPerson","A woman is only a woman but a good cigar is a smoke Rudyard Kipling"
"NOT-1stPerson","A woman stands vapeing in front of the Washington Memorial America the Beautiful"
"1stPerson","A year and 3 months clean from #Alcohol amp #Cigs #praiseBeToGod"
"NOT-1stPerson","in this house we support Vaping"
"NOT-1stPerson","40 a WEEK on beer amp fags #benefitcap"
"NOT-1stPerson","sudden realization i should probably get some new coils and juice for the e cig my friend gave me there s something for me to do"
"1stPerson","I really needed to restock on bullets maybe I can get a few cigarettes while we re at it"
"NOT-1stPerson","4 8 BLUE ENCOUNT 4 15 A V E S T 4 16 THE ORAL CIGARETTES 4 17 LONGMAN 4 25 Dizzy Sunfist 4 29 30 ARABAKI"
"NOT-1stPerson","AAWW A smuggled cigarette stock worth nearly Rs 200 mn found from a container imported from Malaysia @ the Orugodawatta container yard"
"1stPerson","About to go smoke since I'm up"
"1stPerson","about to smoke w my co worker than head home to my shower amp bed"
"1stPerson","About to watch this movie n blow this hookah"
"NOT-1stPerson","Accidental fires started by cigarettes kill more people than any other fire If smoking make sure you Put It Out Right Out #NoSmokingDay"
"NOT-1stPerson","Accidental fires started by cigarettes kill more people than any other fire When smoking make sure you put it out right out #NoSmokingDay"
"NOT-1stPerson","Accidental fires started by cigarettes kill more people than any other fire When smoking make sure you Put It Out Right Out #NoSmokingDay"
"NOT-1stPerson","According to studies Twitter is more addictive than cigarettes and alcohol"
"NOT-1stPerson","Aerobic activity while smoking a cig good plan homie"
"1stPerson","Aesthetic smoking a cig while on the treadmill"
"1stPerson","Aesthetic smoking a cigarette outside the court house with a tank top and pajamas on"
"1stPerson","Again wit the bestie shhhmokin hookah sippin"
"NOT-1stPerson","ah finally I learn what is different cigar and cigeret and tabacco summarizing tabacco cigar and cigaret material cigar fat stick( )"
"1stPerson","Ah yis smoking shisha with frineds is what a person needs sometimes #Saturday"
"NOT-1stPerson","ahnisya okay let me see you have errr ps4 xbox one bf ciggs food cat am i missing something here"
"NOT-1stPerson","Ailie can feel it off somebody's vanilla cigar a"
"NOT-1stPerson","Ain't nothing more annoying than a cigarette smoker smacking the pack of cigs before opening"
"NOT-1stPerson","Albino ChevyChasing #GoldieRussell over chips in ciggs but -MENTION- its non transferrable -MENTION- knows -MENTION- hes mad -MENTION- LOVE"
"NOT-1stPerson","Alex fed Ivory sitting outside smoking a cigarette and reading a book while the growing husky puppy ate"
"NOT-1stPerson","ALL #Elite brand #Hookah s are 25 OFF That means some bomb ass hookahs for less than 40 only in #Atlanta"
"1stPerson","all i do in my break is chug redbull and hit my juul"
"1stPerson","All I do is vape and eat pizza I am truly ashamed of myself"
"NOT-1stPerson","all my boys keep that cig like billy the kid"
"NOT-1stPerson","all my friends come over just to smoke in my room but I don't mind )"
"NOT-1stPerson","all my friends do is smoke and i don't so i just be chilling by myself all bored and shit"
"NOT-1stPerson","All the boys think it's cool to come into my room to smoke lmao"
"NOT-1stPerson","All the cool characters in movies just consistently smoke cigarettes"
"NOT-1stPerson","All these cancer sticks being smoked #FeudFX"
"NOT-1stPerson","All these females be out here smoking cigs Smh"
"1stPerson","Almost a month and a half without cigarettes and it feels bomb af"
"NOT-1stPerson","Almost got hit by a flaming cigarette falling from the sky possibly tossed from someone's balcony Not sure if that's a BFD or just NBD"
"1stPerson","Almost halftime for #Gonzaga -MENTION- game get to -MENTION- for a #cigar and the game on the patio #spokane"
"1stPerson","Almost one year smoke free go me"
"1stPerson","Already stressed out and realised i'm out of cigs Stressed out even more now"
"1stPerson","alright cig time i'm heated"
"1stPerson","Alright I'm trying to go from cigs to vaping but so far still just seems weird to me"
"1stPerson","also i lit a cig with a 1975 lighter today and it made me feel as tho i peaked as a Pretentious Indie Fuck"
"NOT-1stPerson","Also my newest peeve is listening to her use her e smoke"
"NOT-1stPerson","Also old enough to remember seeing those Marlboro ads with the Magnificent Seven theme and thinking how lovely America must be IRL"
"NOT-1stPerson","also these obnoxious people keep vaping like ur not cool my guy"
"1stPerson","Also nothing beats smoking a cig in bed while watching a movie"
"1stPerson","Am I allowed to smoke cigs in my dorm #ReplyTweet"
"1stPerson","am I late to this Diet Cig party"
"NOT-1stPerson","Am I the only person in the military who doesn't live off cigarettes or Monster drinks"
"NOT-1stPerson","Am just saying that we've been delt some really bad cards We cant even determine the price of our tobacco"
"NOT-1stPerson","Amazing #vape deals Thanks -MENTION- #cbdoil"
"NOT-1stPerson","American army considers invading North Korea under cover of vaping clouds"
"NOT-1stPerson","Americans won't pick fruit When my dad was a teen he worked in the tobacco fields My sons on a farm We just need to ""make work cool again"""
"NOT-1stPerson","amy adams vapes vaping fucking CONFIRMED for reactionary"
"NOT-1stPerson","An find a hookah stick"
"NOT-1stPerson","And a gang of people bring up politics in the cigar lounge causing dissension The N word was close to coming out"
"NOT-1stPerson","And a grinder with a mask amp the rest of the smoke essentials for my new homebody vibes"
"1stPerson","And at the end of the night it's only music cigarettes in the darkness of four walls loneliness and myself #goodnight"
"1stPerson","And by productive I put on a face mask and have a cigarette That's productivity to me"
"NOT-1stPerson","And finally Adnoc sells cigarettes"
"1stPerson","And i just threw my vape away"
"1stPerson","And I love me some marlboros lol"
"NOT-1stPerson","and i swear let a po bitch say some shit like ""damn bruh can i smoke wit ya "" imma look at ur MFn ass like u got damn crazy"
"1stPerson","And my vape already taste like coal"
"NOT-1stPerson","And not cigarettes"
"1stPerson","And on that note i have to go smoke"
"1stPerson","And still sitting here (my vegetables are still in the kitchen)drinking coffee and smoking cigarettes dam I'm fucking tired"
"NOT-1stPerson","And that pack of Marlboro smooths that she keeps behind her bed She'll break out one or two if she needs to catch her breath"
"NOT-1stPerson","And that's something else Not a single teen is vaping in this movie Sooooo unrealistic"
"NOT-1stPerson","and whoever finds my nearly full packet of tobacco on a bench by the river off Clyde Street Yer welcome"
"NOT-1stPerson","another dude is in line and vaping"
"1stPerson","Any suggestions on good bar cigar bar spots Possibly with a kitchen that's open late"
"NOT-1stPerson","any tobacco other than a backwood is dead"
"1stPerson","Any1 in col wanna come for a cig break lol"
"NOT-1stPerson","Anybody tried Alien Piss vape juice"
"NOT-1stPerson","Anybody tryna do some temporary work at a vape distro company for 10 hr"
"1stPerson","Anyhow I'm celebrating cigar and White Remy UNC won different V new life coming"
"NOT-1stPerson","Anyone know of any vape stores in London Preferably in central or east"
"1stPerson","Anyone know where I can get shisha tobacco in Ealing Ta"
"1stPerson","Anyone tryna smoke this evening"
"NOT-1stPerson","anyone up trynna smoke hookah n sip ill pay"
"1stPerson","Anyone wanna smoke rn I'll pick you up ("
"1stPerson","Anytime a Buckcherry song comes on I'm instantly back in middle school sneaking cigs out my window trying to be the most tragic person #tbt"
"1stPerson","Smoking reading the Bible listening to more life"
"NOT-1stPerson","Apparently all my creams are fire hazards no cigs n candles in bed for me xx"
"NOT-1stPerson","Apparently it's physically IMPOSSIBLE for my mom to let me finish a meal outside my room without blowing fucking cigarette smoke in my face"
"NOT-1stPerson","Apparently vaping whilst reading can improve concentration"
"NOT-1stPerson","Arab kid at the corner store smoking cigarettes and wearing timbs corrupted by America the great Satan"
"NOT-1stPerson","are cigarettes A cool or B stupid"
"NOT-1stPerson","Are you a smoker How do you feel about public smoking people's attitudes towards it Give your opinion for #NoSmoking Day #twtupgamers"
"NOT-1stPerson","Arriving for drug and alcohol board today reception manager tells me they gave up smoking for #vaping 3 years no tobacco #hertssmokefree"
"1stPerson","Arturo Fuente Curly Head Deluxe Yes please Just puffed one up so nice Smooth mild and nutty #cigar #herf #Portland"
"1stPerson","As bad as it is a cigarette before bed always calms me"
"1stPerson","As I smoke a cigar in Napa valley while waiting on room service I realized #LifeIsGood"
"NOT-1stPerson","As long as ya smoking and drinking ya baby gon come out retarded"
"NOT-1stPerson","As tobacco products are used in this film ha That s 1989 new #bondMarathon"
"NOT-1stPerson","As you guys know I deleted Facebook Can someone please let them know over there that vaping is fucking cool"
"NOT-1stPerson","Ash Coveteur of Mi in young childhood #cigarette increase in probs"
"NOT-1stPerson","Asian woman outside the store blowin this cigarette like ah boss"
"NOT-1stPerson","Asked my boss how long has he chewed tobacco and he said 53 years"
"1stPerson","At 'the hatter' a bit worse for wear and smoking cheap cigarettes yeahhh boyeeee Lol"
"NOT-1stPerson","at cigar bar it's a whole diff vibe when you party wit the old heads cool ass lil party on the grown shit"
"1stPerson","at Fog Hookah Bar"
"NOT-1stPerson","At least there's cigarettes lol"
"1stPerson","At meineke with an ice cream and cigarettes"
"1stPerson","At one point I would get offended if a cashier carded me for cigarettes but now I just take the compliment"
"1stPerson","at school i'd reward myself for hitting certain word counts with sweets and now it's moved onto cigarettes i love evolution"
"NOT-1stPerson","At the Box factory in Esteli Nicaragua overseeing the production of the new Hiram amp Solomon Cigar boxes"
"1stPerson","at the hookah bar like I ain't got work tom ("
"1stPerson","Attempting to pluck my eyebrows while smoking a cigarette"
"NOT-1stPerson","Atty Fortun confirms Mighty Corp was able to secure a TRO from RTC Manila to stop BOC inspection on its cigarettes -MENTION- bonquin"
"NOT-1stPerson","Atty Fortun confirms Mighty Corp was able to secure a TRO from RTC Manila to stop BOC inspection on its cigarettes carolyn bonquin"
"NOT-1stPerson","Atty Fortun confirms Mighty Corp was able to secure a TRO from RTC Manila to stop BOC inspection on its cigarettes carolyn bonquin"
"NOT-1stPerson","Atty Siegfried Fortun confirms Mighty Corp was able to secure a TRO from RTC Manila to stop BOC inspection on its cigarettes"
"NOT-1stPerson","AU where instead of vaping venom snake takes up using dip"
"1stPerson","Awesome potato chips sleep fast cigarettes soon"
"1stPerson","Ay bro u mind if I hit ur juul mine ran outta juice"
"NOT-1stPerson","B athing in e juice A bsolutely A memer S upper into meat I ll as the kids say L ikes to vape"
"NOT-1stPerson","Babe and I are in bed already it's quiet amp out of know where I just hear him vaping"
